50.339691	50.956325	
51.778502	52.077476	
52.283020	52.600680	
52.843596	53.273370	
53.404171	53.777889	
53.946061	54.413208	
54.600066	55.029841	
55.029841	55.403558	
55.496987	55.889390	
56.076249	56.506023	
56.506023	56.973170	
58.243808	59.028614	 
66.857986	67.194332	
67.269075	67.568049	
67.773593	68.016509	
68.147310	68.502342	
69.735608	69.997210	
70.221440	70.613843	
70.744644	71.080990	
71.155733	71.529450	
71.660251	71.996596	
72.276884	72.575858	
72.762716	73.061690	
73.192491	73.584894	
73.734381	74.108098	
74.182841	74.556558	
74.724731	75.061076	
75.135820	75.490851	
75.602966	75.901940	
76.107484	76.462516	
76.612002	76.948348	
77.172578	77.490238	
77.621039	77.976070	
78.088185	78.387159	
78.536645	78.835619	
79.041163	79.358823	
79.583053	79.956770	
80.162315	80.461288	
80.629461	81.040550	
82.124329	82.385931	
82.535418	82.797020	
83.039936	83.432339	
83.712627	84.011601	
84.161088	84.441375	
84.628234	85.001951	
85.263553	85.599898	
85.749385	86.141788	
86.403390	86.795793	
87.674028	88.047745	
88.141174	88.440148	
88.627007	88.963352	
89.056781	89.411813	
89.710786	89.972388	
90.271362	90.589021	
91.355141	91.691487	
92.308120	92.719209	
93.055554	93.447957	
93.859046	94.139334	
94.307506	94.587794	
94.868082	95.148370	
96.680610	96.998269	
97.110384	97.428044	
98.025991	98.399708	
98.586567	98.848169	
98.960284	99.390059	
99.614289	99.894577	
100.137493	100.417781	
100.585953	101.071786	
