36.652569	36.996104	
37.115020	37.471768	
37.617110	37.854942	
38.039923	38.343819	
38.436309	38.753419	
38.925186	39.229083	
39.453702	39.810450	
39.929366	40.180411	
40.352179	40.761779	
41.448849	41.871662	
41.950939	42.373752	
43.113674	43.523274	
43.721467	44.104641	
44.831350	45.174885	
46.126214	46.416897	
46.549026	46.852923	
47.777826	48.042083	
48.187425	48.610238	
48.742367	49.085902	
50.750727	51.067836	
51.266030	51.781333	
52.666596	52.983706	
53.829331	54.146441	
54.331421	54.674956	
55.441304	55.758414	
56.009459	56.352994	
57.978180	58.334928	
59.841198	60.131882	
60.448991	60.779314	
61.691003	61.968474	
63.025506	63.302976	
64.227879	64.518563	
64.756395	65.165994	
66.090897	66.394794	
66.606200	67.055438	
67.332909	67.689657	
67.967128	68.337089	
68.601347	68.984521	
70.120830	70.424726	
77.903224	78.537443	
78.762063	79.052746	
80.902551	81.285725	
81.457493	81.721751	
81.946370	82.250267	
82.382396	82.752357	
82.897698	83.267660	
83.386576	83.650833	
83.835814	84.113285	
84.298265	84.641801	
84.773929	85.143891	
85.289232	85.632768	
