63.675855	64.046355	
64.136476	64.496962	
64.647165	65.017664	
67.100473	67.390864	
67.521040	67.841472	
74.009788	74.410329	
74.590572	74.941044	
78.155378	78.545905	
78.656053	78.986499	
79.096647	79.517214	
79.567282	80.067957	
81.019239	81.379725	
81.640077	81.970522	
82.120725	82.521265	
82.701508	83.112061	
83.212196	83.532628	
83.692844	84.053330	
84.343722	84.734248	
95.018114	95.248425	
96.980761	97.331233	
102.538254	102.778578	
103.038929	103.409428	
105.772615	106.163141	
106.423492	106.763951	
